Water Control Zone,Station,Dates,Sample No,Depth,5-day Biochemical Oxygen Demand mg_L,Ammonia Nitrogen mg_L,Chlorophyll-a ug_L,Dissolved Oxygen per_saturation,Dissolved Oxygen mg_L,E. coli cfu_100mL,Faecal Coliforms cfu_100mL,Nitrate Nitrogen mg_L,Nitrite Nitrogen mg_L,Orthophosphate Phosphorus mg_L,pH,Phaeo-pigments ug_L,Salinity psu,Secchi Disc Depth M,Silica mg_L,Suspended Solids mg_L,Temperature C,Total Inorganic Nitrogen mg_L,Total Kjeldahl Nitrogen mg_L,Total Nitrogen mg_L,Total Phosphorus mg_L,Turbidity NTU,Unionised Ammonia mg_L,Volatile Suspended Solids mg_L
Deep Bay,DM2,2019-09-16,1,Surface Water,1.3,0.21,3.9,70,4.8,1800,9500,0.95,0.14,0.13,7.7,7,13.9,1.1,6.7,48,31,1.3,0.74,1.83,0.23,24.6,0.01,6.2
Deep Bay,DM2,2019-10-16,1,Surface Water,1,0.3,6.8,72,5.1,90,260,1.1,0.13,0.14,7.5,4.5,19.1,1,5.4,52,27.7,1.53,0.72,1.95,0.22,24.1,0.01,5.4
Deep Bay,DM2,2019-11-14,1,Surface Water,1.2,0.02,10,117,8.4,31,72,0.63,0.05,0.06,8,3.9,27.5,1.3,2,9.9,24.2,0.69,0.49,1.17,0.12,4.3,0,3
Deep Bay,DM2,2019-12-14,1,Surface Water,1.1,0.21,7,88,6.9,150,370,1.2,0.06,0.1,8,7.5,24.7,1.1,3.1,47,19.8,1.47,0.71,1.97,0.13,37.1,0.01,5.6
Deep Bay,DM2,2020-01-11,1,Surface Water,1.3,0.1,10,93,7.2,110,200,1.2,0.04,0.11,7.9,6,23.2,1.2,4.2,80,21.1,1.34,0.53,1.77,0.24,35.8,0.003,13
Deep Bay,DM2,2020-04-08,1,Surface Water,4.9,0.51,2.6,72,5.7,990,2500,1.5,0.082,0.13,7.3,2.8,17.8,1,6,27,21.6,2.09,0.87,2.45,0.15,13.3,0.004,4.9
Deep Bay,DM2,2020-05-08,1,Surface Water,1.4,0.11,11,69,4.8,17,24,1.1,0.06,0.11,7.8,5.5,15.3,1,2.9,52,29.7,1.27,0.58,1.74,0.18,37.5,0.005,5.8
Deep Bay,DM2,2020-06-11,1,Surface Water,2.2,0.93,7.1,75,5.6,6100,9600,1.1,0.31,0.16,7.4,5.6,3,0.8,10,48,29.8,2.34,1.6,3.01,0.27,42.7,0.019,7.2
Deep Bay,DM2,2020-07-06,1,Surface Water,1.9,0.075,8.7,90,6.4,39,100,1,0.1,0.14,8,8.1,8.7,1.3,3.2,36,30.9,1.18,0.48,1.58,0.21,26.9,0.006,6.1
Deep Bay,DM2,2020-09-19,1,Surface Water,1.1,0.69,3.6,85,6,600,1600,1,0.15,0.13,7.2,3,14.6,1.1,8.8,33,29.2,1.84,0.9,2.05,0.24,22,0.009,5.6
Deep Bay,DM2,2020-10-17,1,Surface Water,0.7,0.15,9.3,87,6.1,48,98,0.85,0.052,0.12,7.8,3.8,24.6,1,4.2,24,26.4,1.05,0.79,1.69,0.19,25.9,0.004,2.6
Deep Bay,DM2,2020-11-16,1,Surface Water,1.2,0.085,15,94,6.8,32,110,0.89,0.047,0.086,7.6,5.2,25.5,1,1.9,79,24.1,1.02,0.58,1.52,0.16,22.2,0.002,11
Deep Bay,DM3,2015-01-19,1,Surface Water,1.3,0.35,3.5,89,7.2,80,170,0.51,0.05,0.07,7.7,2.1,27.9,1.5,2,13,17.2,0.91,0.63,1.19,0.09,7.1,0.01,2.2
Deep Bay,DM3,2015-02-07,1,Surface Water,1.1,0.33,1.9,73,6.1,58,66,0.73,0.07,0.07,7.6,2.6,26,1.5,3.6,17,16.5,1.13,0.79,1.59,0.11,10.1,0,2.4
Deep Bay,DM3,2015-03-05,1,Surface Water,0.6,0.26,2.6,84,6.6,12,30,0.84,0.06,0.06,7.6,1.6,26,0.8,2.1,12,19.2,1.16,0.52,1.42,0.11,8.2,0,1.6
Deep Bay,DM3,2015-04-25,1,Surface Water,1.1,0.25,4.7,57,4.1,9,15,0.66,0.08,0.04,7.7,1.3,24.7,2,1.7,5.8,24.7,0.99,0.53,1.27,0.08,3.5,0.01,1.6
Deep Bay,DM3,2015-05-09,1,Surface Water,0.9,0.27,2.5,86,6.2,8,27,1.9,0.39,0.05,7.7,1.6,13.4,1.1,5.6,7,28.3,2.56,0.65,2.94,0.09,6.3,0.01,1.7
Deep Bay,DM3,2015-06-13,1,Surface Water,2.8,0.1,25,103,7.3,3,17,1.2,0.38,0.1,7.9,16,8.1,1.5,9.6,28,31,1.68,0.93,2.51,0.26,25.2,0.01,7.3
Deep Bay,DM3,2015-07-18,1,Surface Water,0.8,0.14,1.4,60,4.1,100,350,0.89,0.27,0.09,7.5,0.4,19.1,0.9,6.3,13,29.9,1.3,0.42,1.58,0.14,8.9,0,2.2
Deep Bay,DM3,2015-08-03,1,Surface Water,0.9,0.12,2.1,56,4,65,80,1.4,0.23,0.08,7.4,1.6,13.5,0.9,7,12,29.4,1.75,0.41,2.04,0.22,11.6,0,2.4
Deep Bay,DM3,2015-09-12,1,Surface Water,1.7,0.18,2.6,68,4.7,12,43,0.94,0.25,0.1,7.6,3.3,18.8,0.7,5.1,5.5,28.8,1.37,0.47,1.66,0.2,7.2,0.01,0.8
Deep Bay,DM3,2015-10-10,1,Surface Water,1.3,0.16,4.2,71,5.1,17,41,0.96,0.39,0.12,7.7,2.5,15.2,1.4,6.1,4.4,27.5,1.51,0.51,1.86,0.18,4.4,0.01,1.5
Deep Bay,DM3,2015-11-07,1,Surface Water,0.7,0.35,2.5,74,5.1,2,6,0.51,0.12,0.13,7.8,0.9,25.1,1,3.1,10,26.7,0.98,0.72,1.35,0.23,6.9,0.01,2.4
Deep Bay,DM3,2015-12-05,1,Surface Water,1.1,0.56,2.9,78,5.8,590,1000,0.78,0.25,0.13,7.8,0.7,24.5,0.9,3.9,11,22.6,1.59,0.73,1.76,0.19,7.8,0.01,1.2
Deep Bay,DM3,2016-01-11,1,Surface Water,0.9,0.33,4.7,77,6.1,95,130,0.72,0.13,0.09,8.1,3.3,24.1,1.5,1.3,20,19.6,1.18,0.71,1.56,0.17,6.6,0.01,3.3
Deep Bay,DM3,2016-02-03,1,Surface Water,1.1,0.83,1.2,53,4.9,5100,9300,0.71,0.17,0.11,7.3,0.2,19.3,1.2,4.3,3,13.8,1.71,1.4,2.28,0.22,4.1,0,0.9
Deep Bay,DM3,2016-03-16,1,Surface Water,1,0.35,2.7,73,6.2,39,58,0.79,0.07,0.07,7.7,0.7,23,2,3.7,3.7,16.3,1.21,0.57,1.43,0.09,2.6,0,0.8
Deep Bay,DM3,2016-04-13,1,Surface Water,1.3,0.49,1,72,5.8,900,1500,0.93,0.15,0.06,7.4,1.6,15.1,1.5,5.4,7.5,22.1,1.57,0.67,1.75,0.1,5.6,0.01,1.2
Deep Bay,DM3,2016-05-12,1,Surface Water,0.8,0.35,2.4,59,4.4,320,1100,1.2,0.11,0.13,7.2,1.3,11,1.5,9,7.1,26.8,1.66,0.61,1.92,0.14,4.9,0,1.6
Deep Bay,DM3,2016-06-03,1,Surface Water,1.3,0.11,7.6,87,6.1,43,70,1.2,0.11,0.08,7.6,13,9.1,1,5,39,31.1,1.42,0.35,1.66,0.17,21.4,0,6.8
Deep Bay,DM3,2016-07-13,1,Surface Water,2.6,0.74,2.6,70,5.2,230,670,0.91,0.3,0.24,7,2.2,8,1.5,9.5,11,29.2,1.95,1.5,2.71,0.31,9.6,0.01,2.2
Deep Bay,DM3,2016-08-03,1,Surface Water,0.8,0.49,3.1,92,6.7,1400,5700,0.73,0.18,0.12,7.3,1.7,14.4,1.5,5.6,12,27.6,1.4,0.82,1.73,0.2,11.3,0.01,2.2
Deep Bay,DM3,2016-09-01,1,Surface Water,1.3,0.31,2.4,82,5.6,33,88,0.76,0.16,0.12,7.4,1.4,20,1.5,6,9.6,29.4,1.23,0.58,1.5,0.22,14.1,0.01,1.2
Deep Bay,DM3,2016-10-08,1,Surface Water,1.9,0.4,3.3,71,4.9,5,21,0.59,0.27,0.16,7.3,2.5,20.6,1.4,8.5,10,28.8,1.26,0.59,1.45,0.2,4.8,0.01,4.2
Deep Bay,DM3,2016-11-02,1,Surface Water,0.6,0.23,2.5,96,6.9,41,76,0.78,0.22,0.1,7.3,1.8,22.6,1.6,4,13,25.9,1.23,0.47,1.47,0.14,13.7,0,1.8
Deep Bay,DM3,2016-12-03,1,Surface Water,0.7,0.54,2.3,81,6.2,97,140,0.65,0.15,0.11,7.8,1.1,25.5,1,4.3,9.9,21.2,1.34,0.78,1.58,0.18,6,0.01,1.7
Deep Bay,DM3,2017-01-07,1,Surface Water,1.4,0.48,5.3,94,7.2,17,26,0.77,0.12,0.1,7.7,3.1,24.3,1,0.86,8.2,21.7,1.37,0.71,1.6,0.17,4.8,0.01,2.6
Deep Bay,DM3,2017-02-01,1,Surface Water,1,0.28,3.3,80,6.3,14,20,0.76,0.07,0.09,7.6,3.2,25.2,1.5,3.2,12,19.7,1.11,0.55,1.38,0.14,9.2,0,1.8
Deep Bay,DM3,2017-03-06,1,Surface Water,0.9,0.36,4.2,101,8,6,16,0.78,0.09,0.08,7.8,4.7,24.6,2,3,5.8,20,1.23,0.61,1.48,0.13,4.4,0.01,1.2
Deep Bay,DM3,2017-04-08,1,Surface Water,2.2,0.09,34,96,7.2,5,8,1.2,0.08,0.02,7.9,11,21,1.6,3.1,27,23.7,1.37,0.31,1.59,0.05,14.7,0,6
Deep Bay,DM3,2017-05-10,1,Surface Water,2.3,0.08,16,125,8.9,52,180,0.9,0.09,0.05,8.2,6.1,18,0.9,1.5,13,27.7,1.07,0.52,1.51,0.11,9.3,0.01,3.2
Deep Bay,DM3,2017-06-07,1,Surface Water,0.6,0.17,4.8,92,6.2,1,3,1.2,0.11,0.12,7.7,2.1,14.3,1.5,6.3,6.6,31.6,1.48,0.34,1.65,0.16,6.4,0.01,2.2
Deep Bay,DM3,2017-07-10,1,Surface Water,1,0.23,2.1,79,5.9,470,990,1.4,0.3,0.1,7.2,4.6,7,1.5,9.8,15,28.6,1.93,0.46,2.16,0.15,13.3,0,2.8
Deep Bay,DM3,2017-08-11,1,Surface Water,1.2,0.07,9.8,82,5.7,30,66,0.93,0.4,0.09,7.6,1.8,12.5,1.5,2.7,17,30.9,1.4,0.3,1.63,0.13,10.9,0,2.8
Deep Bay,DM3,2017-09-08,1,Surface Water,1.9,0.19,2.1,52,3.7,130,500,0.83,0.4,0.1,7.1,0.2,14.5,1.2,7,14,28.7,1.42,0.39,1.62,0.15,9.2,0,1.4
Deep Bay,DM3,2017-10-06,1,Surface Water,0.5,0.11,1.9,75,5.1,1,2,0.69,0.19,0.09,7.5,1.3,20.1,1.5,4.5,8,30.2,0.99,0.27,1.15,0.11,7.5,0,1.3
Deep Bay,DM3,2017-11-06,1,Surface Water,0.1,0.11,2.5,86,6.2,73,140,0.43,0.07,0.08,7.6,2.3,28.6,1.5,1.1,13,23.7,0.61,0.57,1.07,0.12,14.4,0,1.8
Deep Bay,DM3,2017-12-04,1,Surface Water,1.2,0.23,4,82,6,1,4,0.58,0.08,0.1,7.5,1.2,29.2,1.5,2.2,9.8,22.3,0.89,0.6,1.26,0.12,5.2,0,1.2
Deep Bay,DM3,2018-01-03,1,Surface Water,1,0.17,5.7,98,7.7,24,42,0.92,0.08,0.06,7.7,3.7,27.8,1.5,2.3,16,19.2,1.17,0.2,1.2,0.08,8.6,0,5.5
Deep Bay,DM3,2018-02-22,1,Surface Water,0.8,0.15,1.4,78,6.2,3,7,0.75,0.04,0.07,7.2,2.3,27.9,1.4,2.1,17,18.7,0.94,0.32,1.11,0.08,6.7,0,2.6
Deep Bay,DM3,2018-03-01,1,Surface Water,0.8,0.15,1.7,74,5.7,1,6,0.96,0.04,0.06,7.2,2.8,26.5,1,2.5,8.6,20.6,1.15,0.33,1.33,0.1,7.5,0,1.2
Deep Bay,DM3,2018-04-11,1,Surface Water,3.4,0.1,7,87,6.2,3,5,0.85,0.05,0.04,7.6,5.3,24,1.5,2.3,9.2,25.2,0.99,0.4,1.3,0.09,21.9,0,2.2
Deep Bay,DM3,2018-05-09,1,Surface Water,1.2,0.22,5.2,93,6.7,370,900,1.3,0.11,0.05,7.6,3.6,18,2,1,16,27.3,1.63,0.54,1.95,0.09,7,0.01,4
Deep Bay,DM3,2018-06-15,1,Surface Water,1,0.22,1.8,60,4.2,100,430,0.81,0.48,0.09,7.1,0.7,14.8,1.4,4.5,20,29,1.51,0.39,1.68,0.1,6.9,0,4.2
Deep Bay,DM3,2018-07-04,1,Surface Water,0.8,0.01,2.2,76,5.4,46,110,1.3,0.47,0.16,7.4,1.2,10,1.2,9.8,31,30.1,1.78,0.33,2.1,0.16,21.5,0,6.6
Deep Bay,DM3,2018-08-01,1,Surface Water,0.7,0.01,2.3,67,4.6,7,18,0.93,0.39,0.08,7.3,2.1,14.7,1.5,7.1,18,31.5,1.33,0.19,1.51,0.14,12.4,0,2.9
Deep Bay,DM3,2018-09-10,1,Surface Water,1,0.1,1.5,76,5.4,51,110,0.88,0.29,0.03,7.4,1.4,17.4,1.4,6.8,9.7,28.3,1.27,0.39,1.56,0.11,17.1,0,1.6
Deep Bay,DM3,2018-10-08,1,Surface Water,0.8,0.08,1.2,49,3.4,6,23,0.95,0.17,0.09,7.6,2.5,22.7,2,5,27,27.9,1.2,0.31,1.43,0.12,6.2,0,5.6
Deep Bay,DM3,2018-11-07,1,Surface Water,0.6,0.13,0.9,87,6.1,1,2,0.83,0.07,0.08,7.7,1.7,27.5,2,3,11,25.5,1.03,0.28,1.18,0.1,3.9,0,2.2
Deep Bay,DM3,2018-12-08,1,Surface Water,0.7,0.13,1.5,62,4.7,5,13,1.1,0.13,0.1,7,1.1,24.5,1,4.7,15,22.3,1.36,0.74,1.97,0.15,7.9,0,2.2
Deep Bay,DM3,2019-01-09,1,Surface Water,0.6,0.16,0.9,82,6.5,15,17,0.84,0.04,0.08,7.6,2,28.3,1,2.9,22,18.4,1.04,0.47,1.35,0.11,9.2,0,3.9
Deep Bay,DM3,2019-02-23,1,Surface Water,0.5,0.16,1.5,76,5.8,9,13,0.89,0.03,0.07,7.5,3.2,23.6,1.1,2.4,23,21.5,1.08,0.48,1.4,0.11,9.5,0,3.8
Deep Bay,DM3,2019-03-08,1,Surface Water,0.3,0.19,0.9,79,6.2,330,540,0.85,0.03,0.07,7.8,2.1,23,1.5,2,15,20.3,1.07,0.41,1.29,0.08,6.5,0,2.5
Deep Bay,DM3,2019-04-24,1,Surface Water,0.6,0.26,2.1,75,5.7,150,530,1.7,0.13,0.07,7.8,2.2,9.4,1.4,7.2,7,26.3,2.09,0.6,2.43,0.08,5.1,0.01,1.8
Deep Bay,DM3,2019-05-23,1,Surface Water,0.9,0.07,6.9,77,5.5,220,700,0.85,0.05,0.06,7.9,5.1,16.6,1.2,2,17,27.8,0.97,0.38,1.28,0.09,11.9,0,3
Deep Bay,DM3,2019-06-24,1,Surface Water,0.6,0.06,1.8,80,5.8,37,180,1.3,0.06,0.08,7.7,2,8,1.2,8.6,18,29.7,1.42,0.51,1.87,0.09,9.4,0,2.6
Deep Bay,DM3,2019-07-19,1,Surface Water,1,0.01,6,81,5.7,31,88,1.2,0.38,0.12,8,4.6,10.3,1.5,10,22,30.7,1.59,0.5,2.08,0.22,5.3,0,4.8
Deep Bay,DM3,2019-08-02,1,Surface Water,0.7,0.37,2.5,69,5,2500,8600,0.72,0.11,0.1,7.7,0.8,15.4,1.5,5.7,9,27.3,1.2,0.63,1.46,0.11,8.6,0.01,1.8
Deep Bay,DM3,2019-09-16,1,Surface Water,0.4,0.1,2.2,70,4.7,300,970,0.73,0.1,0.07,7.8,3.2,18,1.3,4.7,18,31.1,0.93,0.3,1.13,0.11,9.1,0.01,2.4
Deep Bay,DM3,2019-10-16,1,Surface Water,0.2,0.1,2.6,78,5.3,6,21,0.65,0.09,0.08,7.6,1.2,24.5,1.6,3.2,12,28.6,0.83,0.36,1.1,0.09,9.1,0,1.6
Deep Bay,DM3,2019-11-14,1,Surface Water,1.2,0.03,8.9,113,7.9,6,14,0.3,0.05,0.02,8,3.6,29.5,1.7,0.6,14,24.8,0.38,0.62,0.97,0.06,4.3,0,2.4
Deep Bay,DM3,2019-12-14,1,Surface Water,0.7,0.05,4.6,89,6.8,22,31,0.51,0.03,0.04,8.2,4,29,1.7,2.1,12,20,0.59,0.56,1.1,0.07,7.4,0,1.7
Deep Bay,DM3,2020-01-11,1,Surface Water,1,0.075,11,93,7.1,13,28,0.8,0.038,0.062,8.1,2.5,25.9,1.2,2.8,15,21.2,0.91,0.36,1.2,0.11,7.1,0.003,2.9
Deep Bay,DM3,2020-02-24,1,Surface Water,0.8,0.13,3.8,89,6.9,1,3,0.53,0.014,0.036,8.2,1.8,27.5,1.5,2,8.5,20.2,0.67,0.67,1.21,0.06,5.9,0.006,1.4
Deep Bay,DM3,2020-03-25,1,Surface Water,0.9,0.12,1.7,73,5.5,19,44,0.76,0.04,0.01,8,1.3,22.7,1.6,3.2,6.5,23.1,0.92,0.22,1.02,0.05,8.2,0.005,1.2
Deep Bay,DM3,2020-04-08,1,Surface Water,4.3,0.22,1,56,4.3,88,120,0.79,0.043,0.07,8,1.5,22.4,1.5,3.7,16,21.3,1.05,0.34,1.17,0.1,7.3,0.009,2.8
Deep Bay,DM3,2020-05-08,1,Surface Water,0.9,0.14,2.4,72,5,9,29,0.67,0.03,0.044,7.8,1.9,19.4,1.3,3.8,15,28.7,0.84,0.34,1.04,0.06,9.8,0.006,2.2
Deep Bay,DM3,2020-06-11,1,Surface Water,0.8,0.11,2.1,94,7,450,2700,1.5,0.17,0.083,7.6,2.9,4.4,1.3,8.5,14,29.4,1.78,0.44,2.11,0.11,11.7,0.003,2.3
Deep Bay,DM3,2020-07-06,1,Surface Water,1,0.029,2.5,96,6.7,25,210,0.95,0.07,0.063,7.9,5.2,11.8,1.1,6.2,30,30.5,1.05,0.25,1.27,0.11,14.2,0.002,4
Deep Bay,DM3,2020-08-20,1,Surface Water,0.4,0.25,1.2,72,5,650,2400,0.75,0.1,0.08,7.4,1.3,18.3,1.3,4.4,13,29,1.1,0.32,1.17,0.11,10,0.004,1.8
Deep Bay,DM3,2020-09-19,1,Surface Water,0.6,0.32,1,79,5.4,1100,3900,0.79,0.12,0.092,7.4,1.7,20.1,1.1,5.4,18,29.3,1.23,0.38,1.29,0.14,11.3,0.006,3.2
Deep Bay,DM3,2020-10-17,1,Surface Water,0.3,0.085,2,85,5.8,2,4,0.41,0.034,0.066,7.9,1.8,27.9,1.4,2,11,26.6,0.53,0.56,1,0.12,9.7,0.003,1
Deep Bay,DM3,2020-11-16,1,Surface Water,1.1,0.036,4,97,7,1,3,0.37,0.025,0.047,7.8,1.7,29.3,1.6,0.47,22,23.6,0.43,0.37,0.77,0.14,9.2,0.001,3.4
Deep Bay,DM3,2020-12-02,1,Surface Water,0.4,0.098,1.3,90,6.7,5,9,0.71,0.048,0.077,7.6,0.3,28,1.9,1.9,14,21.5,0.86,0.46,1.22,0.13,9.5,0.002,2.3
Deep Bay,DM4,2015-01-19,1,Surface Water,1.2,0.27,3.8,91,7.3,6,9,0.29,0.04,0.04,7.9,2.3,29.5,1.8,1,4.6,17.2,0.6,0.87,1.2,0.07,2.8,0.01,1.3
Deep Bay,DM4,2015-02-07,1,Surface Water,0.5,0.42,1.9,78,6.4,280,370,0.51,0.07,0.04,7.8,0.2,27.4,1.5,2.2,9.6,17.3,1,0.87,1.45,0.06,5.2,0.01,1.4
Deep Bay,DM4,2015-03-05,1,Surface Water,0.7,0.27,2.4,87,6.8,480,630,0.68,0.07,0.03,7.7,0.2,26.7,1.2,1.6,6,19.2,1.02,0.5,1.25,0.06,5.3,0,1.4
Deep Bay,DM4,2015-04-25,1,Surface Water,0.8,0.29,2.1,88,6.4,4,6,0.73,0.09,0.04,7.7,1.3,24.8,2.3,1.8,2.4,24.5,1.11,0.53,1.35,0.06,1.6,0.01,0.8
Deep Bay,DM4,2015-05-09,1,Surface Water,0.8,0.27,1.5,86,6.3,24,81,2.1,0.44,0.05,7.7,1.3,11,1.3,5.9,6.7,28.1,2.81,0.9,3.44,0.07,5.9,0.01,1.5
Deep Bay,DM4,2015-06-13,1,Surface Water,0.9,0.05,4.5,82,5.8,19,49,1.6,0.08,0.04,7.6,3.7,9.3,1.5,9.7,15,30.4,1.73,0.47,2.15,0.11,11.1,0,2.8
Deep Bay,DM4,2015-07-18,1,Surface Water,0.7,0.1,0.6,71,4.8,15,170,0.88,0.26,0.06,7.6,0.2,20.3,1.3,5.7,4.3,29.6,1.24,0.32,1.46,0.09,3.6,0,0.8
Deep Bay,DM4,2015-08-03,1,Surface Water,0.5,0.09,1.7,64,4.5,59,150,1.5,0.15,0.06,7.6,1.5,14.5,1,8.4,10,29.2,1.74,0.48,2.13,0.22,5.7,0,2.8
Deep Bay,DM4,2015-09-12,1,Surface Water,1.8,0.09,2.5,70,4.9,6,27,0.96,0.21,0.06,7.7,1.8,19.1,2,4.7,7.4,28.8,1.26,0.31,1.48,0.1,2.2,0,1.2
Deep Bay,DM4,2015-10-10,1,Surface Water,1.1,0.05,2.7,78,5.6,2,13,0.89,0.33,0.08,7.9,1.1,17.8,2,5.5,4.8,27.5,1.27,0.36,1.58,0.14,1.5,0,0.8
Deep Bay,DM4,2015-11-07,1,Surface Water,0.5,0.28,2.4,80,5.5,1,1,0.48,0.11,0.09,7.9,0.5,26,1.6,2.6,4.3,26.6,0.87,0.49,1.08,0.2,3,0.01,1
Deep Bay,DM4,2015-12-05,1,Surface Water,0.7,0.38,1.7,84,6.5,9,22,0.94,0.17,0.1,7.9,0.2,23.5,1.6,4.1,2.2,21.7,1.49,0.56,1.67,0.14,1.9,0.01,0.5
Deep Bay,DM4,2016-01-11,1,Surface Water,0.5,0.31,1.9,79,6.3,440,540,0.74,0.09,0.05,8.2,0.2,24.6,2,3.4,5.6,19.9,1.14,0.55,1.38,0.11,3.2,0.01,1.5
Deep Bay,DM4,2016-02-03,1,Surface Water,0.8,0.53,1.3,74,6.7,510,760,0.58,0.11,0.07,7.5,0.2,21,2,3.4,1.7,13.8,1.22,0.79,1.48,0.19,1.3,0,1.2
Deep Bay,DM4,2016-03-16,1,Surface Water,1.7,0.27,6,85,7.1,110,170,0.58,0.05,0.04,7.8,1.3,24.3,2.5,2.7,3.1,16.5,0.9,0.48,1.11,0.07,1.9,0.01,1.1
Deep Bay,DM4,2016-04-13,1,Surface Water,0.7,0.35,0.2,66,5.4,430,680,0.98,0.2,0.04,7.4,0.2,12.7,1.5,5.4,4.4,21.6,1.53,0.58,1.76,0.07,4.3,0,0.7
Deep Bay,DM4,2016-05-12,1,Surface Water,0.6,0.21,1.2,64,4.8,290,1400,1.3,0.09,0.08,7.3,1,10.9,1.5,8.5,5.6,26.7,1.6,0.35,1.74,0.09,4.8,0,1.5
Deep Bay,DM4,2016-06-03,1,Surface Water,0.9,0.1,3.1,75,5.4,38,100,1.4,0.1,0.07,7.5,5.4,8.9,1.5,7.5,38,30.1,1.6,0.38,1.88,0.12,20.4,0,6
Deep Bay,DM4,2016-07-13,1,Surface Water,0.9,0.41,1.7,74,5.4,57,300,1.1,0.16,0.15,7.2,1.5,10.3,1.5,9,3.6,28.9,1.67,0.78,2.04,0.25,4.4,0,1.4
Deep Bay,DM4,2016-08-03,1,Surface Water,0.6,0.26,2.1,70,5,930,3400,0.69,0.11,0.07,7.4,1.2,18.2,2,3.9,9.5,27.3,1.06,0.41,1.21,0.13,13.7,0,1.6
Deep Bay,DM4,2016-09-01,1,Surface Water,0.8,0.19,2,87,5.9,32,78,0.8,0.14,0.08,7.5,1.1,20.7,1.6,5.4,7,28.9,1.13,0.36,1.3,0.18,18,0,1.2
Deep Bay,DM4,2016-10-08,1,Surface Water,1.3,0.15,2.8,62,4.2,4,9,0.49,0.17,0.09,7.4,0.5,23.9,1.5,5.9,8.2,28.8,0.81,0.25,0.91,0.13,3.3,0,5.7
Deep Bay,DM4,2016-11-02,1,Surface Water,0.4,0.11,1.7,98,6.8,90,170,0.63,0.18,0.06,7.4,1,25.7,1.9,2.7,9.4,26.6,0.92,0.26,1.07,0.08,11.5,0,1.1
Deep Bay,DM4,2016-12-03,1,Surface Water,0.4,0.18,1.4,86,6.3,80,110,0.33,0.09,0.05,8,0.8,28.9,1.5,2.4,7.7,22.1,0.6,0.35,0.77,0.07,4.4,0.01,1.3
Deep Bay,DM4,2017-01-07,1,Surface Water,1.3,0.26,4.8,102,7.8,2,2,0.66,0.07,0.05,7.8,2.8,25.5,2,0.99,4.6,21.6,0.99,0.49,1.22,0.13,3.1,0.01,1.1
Deep Bay,DM4,2017-02-01,1,Surface Water,0.4,0.24,0.6,81,6.3,130,140,0.48,0.04,0.03,7.8,0.3,27.2,1.5,1.8,9.4,19.7,0.76,0.41,0.93,0.06,7.2,0.01,1.1
Deep Bay,DM4,2017-03-06,1,Surface Water,0.6,0.24,2.9,94,7.4,15,24,0.64,0.05,0.05,7.8,1,25.7,2,2.6,3.7,19.9,0.93,0.42,1.11,0.11,3.8,0.01,0.8
Deep Bay,DM4,2017-04-08,1,Surface Water,1.9,0.13,22,104,8,45,72,1.2,0.09,0.02,7.8,4.2,20.3,2.4,3.5,18,22.5,1.42,0.34,1.63,0.04,12.3,0,5.1
Deep Bay,DM4,2017-05-10,1,Surface Water,2.1,0.13,6.9,99,7.2,90,320,1.2,0.08,0.03,8,2.8,17.9,1.5,3.8,4,26.8,1.41,0.43,1.71,0.07,3.2,0.01,1.4
Deep Bay,DM4,2017-06-07,1,Surface Water,0.8,0.16,1.6,87,6,3,9,1.3,0.1,0.09,7.6,0.5,14.1,1.5,6.4,9.5,30.9,1.56,0.35,1.75,0.15,7.2,0.01,2.3
Deep Bay,DM4,2017-07-10,1,Surface Water,0.6,0.12,2.5,86,6.4,260,600,1.4,0.13,0.05,7.4,1.3,7.8,2,8.6,7.2,28.2,1.65,0.34,1.87,0.08,8.5,0,1.7
Deep Bay,DM4,2017-08-11,1,Surface Water,0.8,0.01,1.5,79,5.5,41,70,0.94,0.32,0.04,7.7,0.2,13.6,1.5,7,6.4,30.4,1.27,0.16,1.42,0.08,6.8,0,1.4
Deep Bay,DM4,2017-09-08,1,Surface Water,1,0.13,1.1,53,3.8,550,1800,0.84,0.41,0.07,7.2,0.2,15.4,1.5,6.9,8.8,28.7,1.38,0.28,1.53,0.17,6.2,0,1.4
Deep Bay,DM4,2017-10-06,1,Surface Water,1.1,0.07,2.5,77,5.2,11,17,0.64,0.18,0.07,7.5,0.2,21,1.5,4.1,5.6,30.2,0.89,0.23,1.05,0.09,7.4,0,0.9
Deep Bay,DM4,2017-11-06,1,Surface Water,0.9,0.08,1.9,82,5.7,290,630,0.22,0.06,0.03,7.7,1.2,30.6,2,1,12,25,0.36,0.56,0.84,0.05,10.3,0,1.9
Deep Bay,DM4,2017-12-04,1,Surface Water,1,0.15,2.1,83,6.1,26,45,0.47,0.07,0.07,7.6,1.1,30.4,1.6,1.8,5.5,22.4,0.69,0.61,1.15,0.07,7.6,0,0.8
Deep Bay,DM4,2018-01-03,1,Surface Water,0.9,0.26,2.2,58,4.5,34,46,0.64,0.05,0.04,7.8,0.7,28.5,1.6,2.3,5.4,19.3,0.95,0.38,1.07,0.05,3.6,0,1
Deep Bay,DM4,2018-02-22,1,Surface Water,0.8,0.17,2.2,93,7.5,48,82,0.54,0.04,0.03,7.5,1.7,28.2,1.7,1.5,17,17.8,0.75,0.32,0.9,0.04,4.6,0,2.4
